omim_id,Description
131300,A number sign (#) is used with this entry because of evidence that Camurati-Engelmann disease results from domain-specific heterozygous mutations in the transforming growth factor-beta-1 gene (TGFB1;190180) on chromosome 19q13. Also see Camurati-Engelmann disease type 2 (606631) in which no mutation in the TGFB1 gene has been found.
131440,"A number sign (#) is used with this entry because in many instances chronic myeloproliferative disorder with eosinophilia is caused by a translocation between chromosomes 12 and 5, creating an ETV6 (600618)-PDGFRB (173410) fusion gene."
132090,"AlthoughGibbs and Gibbs (1952)described the electroencephalographic features in 1952, it wasGastaut (1982)who 30 years later recognized 'benign occipital epilepsy' as a form of partial epilepsy in children.Kuzniecky and Rosenblatt (1987)studied a family in which 3 sibs had benign occipital epilepsy and a fourth had the EEG findings. Typical EEG abnormality was found in other relatives. These EEG changes were evident particularly in younger members. BOE is characterized by motor seizures, preceded in some cases by visual symptoms, and a relatively benign course.Kuzniecky and Rosenblatt (1987)cited several other workers who found families with a frequent history of epilepsy."
132100,"The photoparoxysmal response (PPR), also referred to as photosensitivity, is defined as the abnormal occurrence of cortical spikes or spike and wave discharges on electroencephalogram (EEG) in response to intermittent light stimulation (Doose and Waltz, 1993).Photosensitivity is a frequent finding in patients with idiopathic generalized epilepsy (see600669), especially those with juvenile myoclonic epilepsy, suggesting a common epileptogenic pathway for both phenomena. The comorbidity of the 2 disorders suggests that presence of PPR may also increase the risk for epilepsy (Stephani et al., 2004;Tauer et al., 2005).Genetic Heterogeneity of Photoparoxysmal ResponseThe PPR1 locus has been mapped to chromosome 6p21. See also PPR2 (609572), mapped to chromosome 13q31, and PPR3 (609573), mapped to chromosome 7q32."
132300,"Rowan et al. (1970)described a girl who had major and minor seizures that were related to pattern and photosensitivity. The mother also had EEG discharges during reading. The daughter's attacks were precipitated by television-viewing. A younger sister had had one febrile convulsion. The father had had epilepsy between ages 5 and 8 years. No studies of him were reported.Daly and Forster (1975)diagnosed primary reading epilepsy by special electroencephalographic studies in a 16-year-old youth after his first grand mal seizure. Adolescence is the usual age of onset. The seizure occurred while he was reading the sports page of a newspaper, but for about a year he had experienced jaw jerking while reading, especially when reading aloud before an audience. Reading epilepsy was diagnosed in a first cousin and in 2 of the proband's sibs. Some members of the family showed the centrencephalic EEG trait (117100). The relation was unclear. Affected mother and daughter were reported byMatthews and Wright (1967)and 2 sisters byLassater (1962)."
133239,"A number sign (#) is used with this entry because of evidence that several genes are involved in the susceptibility to, as well as in the origin and progression of, esophageal cancer."
133600,"Gould (1942)described the condition in grandfather, father and son, i.e., males of 3 generations. X-rays were not described. Exostosis of the heel, possibly of the same type, is a manifestation of the Reiter syndrome, a rheumatic disorder that shows a high order of association with a specific HLA type (142800), namely B27 (Brewerton et al., 1973;McClusky et al., 1984;Woodrow et al., 1974). Thus might familial aggregation be accounted for."
133690,"Mollica et al. (1984)reported a kindred in which 6 persons had anetodermia (macular atrophy of the skin), 8 had multiple exostoses, and 2 had type E brachydactyly seemingly unrelated to exostoses. In all, 10 persons had 1 or more of these features. The authors suggested that this is an autosomal dominant syndrome. See250450for another skeletal disorder with anetodermia (or anetoderma)."
134430,"Girolami et al. (1976)described combined deficiency of factors VII and VIII in 6 members of a family. Antigen levels were normal or near normal, suggesting that the defect was one of activation of the 2 factors.Machin and Miller (1980)described a 16-year-old Greek male and his mother who had moderate defects of factors VII and VIII. The son presented with recurrent gastrointestinal bleeding. In each family deficiency occurred in 2 successive generations, with comparable level of factors in each. Both males and females were affected."
134500,"Hensen et al. (1965)described a family in which 8 persons in 4 generations in an autosomal dominant pattern had factor VIII deficiency, normal bleeding times, and lack of factor VIII elevation after infusion of hemophilic plasma.Veltkamp et al. (1968)confirmed these findings and found that no rise of factor VIII occurred in a boy or a woman with hemophilia A when transfused with plasma from a girl in Hensen's family. In a restudy of Hensen's family,Veltkamp and Van Tilburg (1974)found that a member of the family showed de novo synthesis of factor VIII after transfusion with either normal or hemophilic cryoprecipitate, a finding consistent with von Willebrand disease. The authors concluded that 'autosomal hemophilia' is merely a variant of von Willebrand disease.Graham et al. (1975)described a kindred in which hemophilia A, in every way typical, was observed in grandmother, mother and daughter. Factor VIII values were 2 to 4%. Unusual lyonization in females heterozygous for the X-linked disorder was rejected on probabilistic grounds. A previously unrecognized mutation at the von Willebrand locus was considered. Dominant mutation at a fourth (and previously unknown) locus involved in factor VIII synthesis and control was considered possible. Autosomal recessive transmission of hemophilia A is observed with some mutations in the von Willebrand factor gene (e.g.,193400.0011), which result in defective binding of factor VIII; this has been referred to as the Normandy type of hemophilia A."
134510,"Soff and Levin (1981)concluded that the combination of factor VIII and factor IX deficiency is a single gene, autosomal dominant disorder. The families and cases they found to be acceptable included those reported byIngram (1956),Robertson and Trueman (1964), andWoodliff and Jackson (1966)."
134520,"Soff et al. (1981)reported 4 families with combined deficiency of coagulation factors VIII, IX and XI. Family 1 had several persons with dislocations, e.g., of patella and hips, and several who had possible hemarthrosis related to trauma. Other probands were referred because of the finding of prolonged partial thromboplastin time (PTT) on preoperative testing. Two generations were affected in 2 families, and males and females had similar procoagulant levels and histories of abnormal hemostasis. No male-to-male transmission was observed. The pathogenesis of FMFD V is unknown. The 3 factors are biochemically and functionally different and the possibility of a common precursor or subunit is highly unlikely. Possibly a common regulator is deficient.Angelopoulos et al. (1964)described combined deficiency of factors VIII, IX and XI in a male with a history of recurrent hemarthroses, hematomas, and ecchymoses. A sister died from excessive hemorrhage, and some others in the family had hemorrhagic tendencies."
134600,A number sign (#) is used with this entry because of evidence that Fanconi renotubular syndrome-1 (FRTS1) is caused by heterozygous mutation in the GATM gene (602360) on chromosome 15q21.
134750,"Blendis et al. (1976)described a mother and her son and daughter with Felty syndrome (rheumatoid arthritis, splenomegaly and neutropenia). Another sib had rheumatoid arthritis alone. Felty syndrome seems to be confined mainly to white males (Termini et al., 1979;Lewis, 1980). The low frequency in blacks may be related to the low frequency of HLA-DRw4, which shows association with Felty syndrome.Ditzel et al. (2000)identified eukaryotic elongation factor 1A-1 (EEF1A1;130590) as an autoantibody in 66% of patients with Felty syndrome."
