db_id,Description
DB00397,"Phenylpropanolamine is a sympathomimetic agent that acts as a nonselective adrenergic receptor agonist and norepinephrine reuptake inhibitor. It has been used as a decongestant and appetite suppressant. Currently, it is withdrawn from the market in Canada and the United States due to the risk for hemorrahgic strokes."
DB00398,"Sorafenib is a bi-aryl urea and an oral multikinase inhibitor. It targets cell surface tyrosine kinase receptors and downstream intracellular kinases that are implicated in tumour cell proliferation and tumour angiogenesis.[A255852] First approved by the FDA and European Commission in 2007 for the treatment of hepatocellular carcinoma, sorafenib is also indicated to treat renal carcinoma and differentiated thyroid carcinoma.[A14794]"
DB00399,"Zoledronic acid, or CGP 42'446,[A203120] is a third generation, nitrogen containing bisphosphonate similar to [ibandronic acid], [minodronic acid], and [risedronic acid].[A203111] Zoledronic acid is used to treat and prevent multiple forms of osteoporosis, hypercalcemia of malignancy, multiple myeloma, bone metastases from solid tumors, and Paget’s disease of bone.[L13712,L13715,L13721] Zoledronic acid was first described in the literature in 1994.[A203120]

Zoledronic acid was granted FDA approval on 20 August 2001.[L13712]"
DB00401,"Nisoldipine is a 1,4-dihydropyridine calcium channel blocker. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, nisoldipine prevents calcium-dependent smooth muscle contraction and subsequent vasoconstriction. Nisoldipine may be used in alone or in combination with other agents in the management of hypertension."
DB00404,"Alprazolam is a triazolobenzodiazepine indicated for the treatment of anxiety and panic disorders.[L34783, L34788] It is mainly metabolized by CYP3As and so is contraindicated with CYP3A inhibitors like ketoconazole and itraconazole.[L34783, L34788] Benzodiazepine treatment should be stopped gradually by tapering down a patient's dose to avoid withdrawal symptoms.[A18125] Alprazolam's adverse effects are generally related to the sedation it can cause.[A18125] Alprazolam has been mixed with alcohol as a drug of abuse to potentiate the sedative effects of the drug which may lead to coma and death.[A18125] Alprazolam was given FDA approval on October 16, 1981.[L6148]"
DB00407,"Ardeparin, marketed under the US trade name Normiflo, is a low molecular weight heparin (LMWH) anticoagulant used for the prevention of postoperative venous thrombosis. Ardeparin is derived via peroxide degradation of heparin extracted from porcine intestinal mucosa. Its molecular weight ranges from 2000 to 15,000 with an average molecular weight of 5500 to 6500. Normiflo was withdrawn from the US market in March 2000."
DB00408,An antipsychotic agent used in schizophrenia. [PubChem]
DB00412,"Rosiglitazone is an anti-diabetic drug in the thiazolidinedione class of drugs. It is marketed by the pharmaceutical company GlaxoSmithKline as a stand-alone drug (Avandia) and in combination with metformin (Avandamet) or with glimepiride (Avandaryl). Like other thiazolidinediones, the mechanism of action of rosiglitazone is by activation of the intracellular receptor class of the peroxisome proliferator-activated receptors (PPARs), specifically PPARγ. Rosiglitazone is a selective ligand of PPARγ, and has no PPARα-binding action. Apart from its effect on insulin resistance, it appears to have an anti-inflammatory effect: nuclear factor kappa-B (NFκB) levels fall and inhibitor (IκB) levels increase in patients on rosiglitazone. Recent research has suggested that rosiglitazone may also be of benefit to a subset of patients with Alzheimer's disease not expressing the ApoE4 allele. This is the subject of a clinical trial currently underway."
DB00413,"Pramipexole is a drug used to treat the symptoms of Parkinson's Disease (PD).  It is a _non-ergot dopamine agonist_ drug that is efficacious in treating various Parkinson's symptoms such as tremor, rigidity, and bradykinesia (slow movement) [A176867]. It was first approved by the FDA in 1997 [L5882]. Parkinson's Disease is one of the most common neurodegenerative disorders and causes a high level of disability in patients [A176855], leading to increased difficulty in performing activities of daily living due to symptoms that progress over time [A176858]. The prevalence of Parkinson's Disease worldwide has increased from approximately 2.5 million in 1990 to about 6.1 million in 2016 [A176861].  This increase may be attributed to an aging population along with other contributing factors [A176861].

In addition to the above FDA approval for Parkinson's Disease, pramipexole was also approved by the FDA in 2006 for the treatment of Restless Legs Syndrome (RLS) [A176873]. RLS is a sleep-related disorder characterized by unpleasant sensations in the lower extremities, often accompanied by an uncontrollable urge to move the legs [A176876]."
DB00414,A sulfonylurea hypoglycemic agent that is metabolized in the liver to 1-hydrohexamide. Acetohexamide has been discontinued in the US market.
DB00419,"Miglustat, commonly marketed under the trade name Zavesca, is a drug used to treat Gaucher disease. It inhibits the enzyme glucosylceramide synthase, an essential enzyme for the synthesis of most glycosphingolipids. It is only used for patients who cannot be treated with enzyme replacement therapy with imiglucerase. Miglustat is now the first and only approved therapy for patients with Niemann-Pick disease type C (NP-C). It has recently been approved for treatment of progressive neurological symptoms in adult and pediatric patients in the European Union, Brazil, and South Korea. Miglustat was first developed as an anti-HIV agent in the 1990s. However, clinical experience with miglustat showed that therapeutic levels of the drug could not be achieved in patients without a high incidence of adverse effect."
DB00421,"Spironolactone is a potassium-sparing diuretic. It binds to mineralocorticoid receptors and functions as aldosterone antagonists.[A178192] It promotes sodium and water excretion and potassium retention.[A11837] Spironolactone was originally developed purely for this ability before other pharmacodynamic properties of the drug were discovered.[A11837, A178246] It is indicated to treat several conditions, including heart failure, edema, hyperaldosteronism, and hypertension.[L44602] Off-label uses of spironolactone include hirsutism, female pattern hair loss, and adult acne vulgaris.[A178135, A261025] 

Spironolactone was developed in 1957, marketed in 1959, and approved by the FDA on January 21, 1960.[A178243, L6187]"
